漢字,異体字
躕,蹰
躕,䟞
蹰,躕
蹰,䟞
躒,跞
躛,躗
躳,躬
躲,躱
軂,躼
䡄,軌
䡄,轨
軎,𨊥
軏,䡇
䡇,軏
軔,轫
軑,轪
軑,軚
軝,䡋
輭,軟
輭,软
軶,軛
軶,轭
軹,轵
軺,轺
軬,輽
軨,䡼
䡼,軨
䡈,較
䡈,较
輇,辁
輈,辀
輥,辊
輧,軿
軿,輧
輞,辋
輬,辌
輺,輜
輺,辎
輶,輏
輏,輶
轝,輿
轝,舆
轊,䡺
轔,辚
䡎,轤
䡎,轳
辝,辞
辝,辭
辝,辤
辤,辞
辤,辭
辤,辝
辢,辣
辦,办
辳,農
辳,䢉
辳,欁
辳,农
䢉,農
䢉,辳
䢉,欁
䢉,农
辶,辶
辶,辶
迃,迂
达,迖
迊,匝
迊,帀
迤,迆
迆,迤
逈,迥
逈,䢛
逈,㢠
䢛,迥
䢛,逈
䢛,㢠
廹,迫
这,這
艁,造
艁,䒃
逷,逖
过,過
遟,遅
遟,遲
遟,迟
衜,道
衜,衟
衟,道
衟,衜
㳄,涎
迁,遷
迁,拪
迁,䢬
拪,遷
拪,迁
拪,䢬
遴,䢯
还,還
邐,逦
邛,卭
卭,邛
邢,郉
郉,邢
邠,㟗
邽,郌
郌,邽
郒,郎
郒,郞
郄,郤
郟,郏
䣊,䣣
郶,部
鄆,郓
鄖,䢵
鄖,郧
䢵,鄖
䢵,郧
鄔,邬
鄗,䧚
鄡,郻
鄟,䧠
郑,鄭
鄶,郐
鄴,邺
鄺,邝
酆,鄷
鄷,酆
酇,鄼
酇,酂
鄼,酇
鄼,酂
酈,郦
丣,酉
酙,斟
酙,㪸
酙,㘰
酧,酬
酧,醻
醻,酬
醻,酧
醕,醇
醕,䣩
醕,䣨
䣩,醇
䣩,醕
䣩,䣨
醞,醖
醞,酝
䤈,醯
醾,釄
醾,醿
釄,醾
釄,醿
醿,釄
醿,醾
舋,釁
釃,酾
釅,酽
壄,野
壄,埜
壄,㙒
壄,𡌛
㙒,野
㙒,埜
㙒,壄
㙒,𡌛
㗛,笑
䈔,笳
笮,䇥
笭,䉖
筇,笻
笻,筇
荕,筋
荕,䈥
萗,策
栰,筏
笔,筆
笟,箍
篪,竾
篪,䶵
竾,篪
竾,䶵
䶵,篪
䶵,竾
筭,算
䇳,箋
䇳,笺
箑,䈉
䈉,箑
䈇,箌
匧,篋
匧,箧
箬,篛
篛,箬
篔,筼
篔,䉙
篙,㰏
㰏,篙
籭,篩
籭,筛
䔍,篤
䔍,笃
簋,㔳
簋,𣪘
筿,篠
筿,筱
筿,𥴽
簱,籏
簠,盙
簠,㝬
盙,簠
盙,㝬
㝬,簠
㝬,盙
簘,簫
簘,箫
簘,𪛕
簹,筜
簬,簵
簵,簬
筹,籌
籅,𥫣
䉤,籔
籓,䉒
籞,篽
篽,籞
籛,篯
籜,箨
籢,匳
籢,奩
籢,匲
籢,奁
匲,匳
匲,奩
匲,籢
匲,奁
籩,笾
籮,箩
籯,籝
籝,籯
粣,𥹤
秶,粢
糚,粧
稉,粳
稉,秔
糉,粽
糉,糭
糛,糖
糛,𥹥
糛,𥼽
粇,糠
糝,糁
糥,糯
糥,穤
糥,稬
穤,糯
穤,糥
穤,稬
稬,糯
稬,糥
稬,穤
糱,糵
糵,糱
籴,糴
粜,糶
糷,𥽭
糷,𥻂
䊸,紆
䊸,纡
紈,纨
紇,纥
紉,纫
紓,䋡
紓,纾
紝,絍
紝,纴
絍,紝
絍,纴
紖,纼
絇,䋧
紥,紮
絀,绌
紱,绂
紼,绋
絝,绔
絕,絶
絕,绝
絰,绖
綂,統
綂,统
㡭,継
㡭,繼
㡭,继
綌,绤
綋,紘
綋,纮
綆,䋁
綆,䌄
綆,绠
綃,绡
縧,絛
縧,绦
綈,绨
綁,绑
綦,綨
綨,綦
緄,绲
綷,紣
紣,綷
緀,紪
紪,緀
緫,総
緫,總
緫,摠
緫,揔
緫,捴
緫,总
緫,搃
摠,総
摠,總
摠,緫
摠,揔
摠,捴
摠,总
摠,搃
揔,総
揔,總
揔,緫
揔,摠
揔,捴
揔,总
揔,搃
捴,総
捴,總
捴,緫
捴,摠
捴,揔
捴,总
捴,搃
綞,缍
綹,绺
緙,缂
緱,缑
緪,絚
絚,緪
緦,缌
緗,缃
緹,缇
縀,緞
縀,缎
緍,緡
緍,缗
緶,缏
縕,緼
縕,缊
緼,縕
緼,缊
縈,萦
縑,缣
縗,缞
縉,縉
縉,缙
縝,缜
縐,䋓
縐,绉
䋣,繁
䋣,繁
䋣,緐
繅,缫
縶,絷
縳,䌸
綳,繃
綳,绷
綳,䙀
縭,缡
纝,縲
纝,缧
繢,缋
絸,繭
絸,蠒
蠒,繭
蠒,絸
繒,缯
繮,缰
繯,缳
繳,缴
繸,䍁
纁,䙧
䙧,纁
繾,缱
纊,絋
纊,纩
纇,颣
䋝,纓
䋝,缨
䌫,纜
䌫,缆
甖,罌
甖,甇
甖,罂
甇,罌
甇,甖
甇,罂
䍐,罕
罭,䍞
辠,罪
罶,羀
羀,罶
覉,羇
羋,芈
芈,羋
羗,羌
羗,猐
羑,羐
羐,羑
羕,𦍛
羕,𣴎
羪,養
羪,养
羴,羶
翄,翅
翄,翤
翬,翚
翥,䬡
翥,䎝
䬡,翥
䬡,䎝
翺,翱
翺,翶
翱,翺
翱,翶
翶,翺
翶,翱
翽,翙
耇,耈
耈,耇
耊,耋
䎱,耙
䎱,䎬
槈,耨
槈,䅶
耬,耧
耮,耢
躭,耽
耼,聃
聃,耼
聦,聡
聦,聰
聦,聪
聵,聩
聀,職
聀,軄
聀,职
軄,職
軄,聀
軄,职
肈,肇
㬰,臾
㫪,舂
㫪,𣇃
舃,舄
舄,舃
䑛,舐
䑛,舓
舓,舐
舓,䑛
舔,㖭
䑨,舵
䑨,柁
艣,艪
囏,艱
囏,艰
豓,艶
豓,艷
豓,豔
豓,𧰟
豓,艳
豔,艶
豔,艷
豔,豓
豔,𧰟
豔,艳
艹,艹
艹,艹
艹,艹
艹,艹
艹,艹
艹,艹
芲,花
偀,英
菭,苔
苕,萔
苨,䕥
茥,蓕
荇,莕
荇,䓷
莕,荇
莕,䓷
茊,茲
茊,兹
茊,𦱳
兹,茲
兹,茊
兹,𦱳
㽵,荘
㽵,莊
荔,茘
蕐,華
蕐,华
华,華
华,蕐
莧,苋
荚,莢
荾,䒘
蔐,荻
蔐,藡
藡,荻
藡,蔐
莔,𦯶
蒞,莅
葊,菴
菡,䓿
䓿,菡
蘜,菊
蓳,菫
菹,葅
葅,菹
莾,莽
䔖,菱
䔖,蔆
萲,萱
萲,蕿
萲,藼
萲,蘐
蕿,萱
蕿,萲
蕿,藼
蕿,蘐
藼,萱
藼,萲
藼,蕿
藼,蘐
蘐,萱
蘐,萲
蘐,蕿
蘐,藼
葒,荭
葘,菑
菑,葘
葰,䕑
葠,蓡
蓡,葠
塟,葬
葤,荮
茰,萸
蒦,彠
蒦,彟
蒓,莼
蒨,蔳
蔳,蒨
蓀,䕖
蓀,荪
䕃,蔭
䕃,𦹥
䕃,荫
䕃,𨼲
蓲,䓵
蓯,苁
蔥,葱
蔥,䓗
蓨,蓚
蓽,荜
薎,蔑
蔞,蒌
蔿,蒍
蕑,蕳
蕳,蕑
蕢,䕚
蕢,蒉
橓,蕣
蕆,蒇
蕒,荬
蔾,䔧
薌,芗
蘍,薫
蘍,薰
䔥,蕭
䔥,萧
薓,蔘
薘,荙
薟,莶
藳,藁
蕯,薩
蕯,萨
藎,荩
萕,薺
萕,荠
薸,䕯
藭,䓖
䕨,藤
藟,蘽
蘽,藟
蘄,蕲
薻,藻
蘀,萚
薲,蘋
藶,苈
蘞,蔹
蘞,蘝
蘺,蓠
虈,䖀
䖀,虈
蘒,蘒
蘒,蘒
虝,虎
虝,乕
虗,虚
虗,虛
䖝,虫
䖝,蟲
虯,虬
虬,虯
蚖,䖠
蝅,蚕
蝅,蠶
蝅,蠺
蝅,䗞
蠺,蚕
蠺,蠶
蠺,蝅
蠺,䗞
蚦,蚺
蚺,蚦
蚡,蚠
蚠,蚡
蚉,蚊
蚉,蟁
蚉,螡
蟁,蚊
蟁,蚉
蟁,螡
蜯,蚌
蜯,䖫
虵,蛇
蛗,䘀
蛗,𧑉
蛗,𧒂
䘀,蛗
䘀,𧑉
䘀,𧒂
蛧,蝄
蛧,䰣
蝄,蛧
蝄,䰣
䖸,蛾
蛺,蛱
蜄,蜃
蠭,蜂
蠭,䗬
䗬,蜂
䗬,蠭
䖤,蜿
䖤,䗕
蜢,鯭
螄,蛳
螋,䗏
螞,蚂
蟈,蝈
螿,螀
螀,螿
螮,䗖
蟎,螨
蝼,螻
蟖,蟴
蟴,蟖
蟛,蟚
蟚,蟛
蠁,䖮
蠁,蚃
䖮,蠁
䖮,蚃
蠆,䘍
蠆,虿
蠐,蛴
蠇,蠣
蠇,蛎
蠛,䘊
蟸,蠡
䗶,蝋
䗶,蠟
䘌,𧏾
蠨,蟰
蠨,蟏
蟰,蠨
蟰,蟏
螙,蠹
螙,蠧
䘐,衄
䘐,衂
眾,衆
裊,袅
褁,裹
裵,裴
褎,褏
褏,褎
㐮,襄
衻,袡
袡,衻
袽,䘫
裠,裙
裠,帬
帬,裙
帬,裠
躶,裸
躶,𧝹
褘,袆
裩,褌
裩,裈
褲,裤
褛,褸
襏,袯
䘳,襟
襬,䙓
襽,襴
襽,襕
襻,鑻
卥,西
卥,卤
卥,㢴
玗,㺮
玨,珏
珏,玨
玫,㺳
珌,㻫
㻫,珌
珉,瑉
珉,碈
珉,䃉
瑉,珉
瑉,碈
瑉,䃉
琊,瑘
珡,琴
珡,琹
珡,䥅
珡,䥆
珡,䦦
琹,琴
琹,珡
琹,䥅
琹,䥆
琹,䦦
珐,琺
瑋,玮
瑒,玚
瓌,瑰
瓌,璝
琑,瑣
琑,琐
瑲,玱
璊,㻊
璉,琏
璣,㼄
璣,玑
璡,琎
璦,瑷
璯,㻅
璨,㻮
璫,珰
琼,瓊
壐,璽
壐,玺
玺,璽
玺,壐
璿,䥧
璸,瑸
璵,玙
瓚,瓉
瓚,瓒
瓉,瓚
瓉,瓒
甆,瓷
甆,珁
瓺,𤭖
瓯,甌
䰝,甑
甛,甜
甛,䑚
甯,寗
寗,甯
侽,男
畵,画
畵,畫
畀,畁
畁,畀
畎,甽
甽,畎
畗,畣
畣,畗
畒,畝
畒,畆
畒,畞
畒,㽗
畒,畮
畒,𤰖
畒,亩
畞,畝
畞,畆
畞,畒
畞,㽗
畞,畮
畞,𤰖
畞,亩
㽗,畝
㽗,畆
㽗,畒
㽗,畞
㽗,畮
㽗,𤰖
㽗,亩
畮,畝
畮,畆
畮,畒
畮,畞
畮,㽗
畮,𤰖
畮,亩
奙,畚
畱,留
畱,畄
畱,㽞
㽞,留
㽞,畄
㽞,畱
叠,畳
叠,疊
叠,疂
叠,疉
叠,曡
曡,畳
曡,疊
曡,疂
曡,疉
曡,叠
畽,䵯
畺,疆
畺,壃
畺,疅
壃,疆
壃,畺
壃,疅
疅,疆
疅,畺
疅,壃
䟽,疏
疐,㚄
㿍,疥
痎,㾬
㾬,痎
脴,痞
瘂,痖
疩,瘁
瘓,痪
瘝,癏
瘞,瘗
瘙,㿋
癅,瘤
瘲,疭
瘮,瘆
瘘,瘻
癎,癇
癎,痫
癉,瘅
㾱,癈
癍,㿀
㿀,癍
疠,癘
癟,瘪
癟,㿜
癤,疖
癥,㿂
癮,瘾
癭,瘿
癕,癰
癕,㿈
癕,痈
癱,瘫
皁,皂
皂,皁
旳,的
臯,皐
臯,皋
賋,皎
晥,皖
皝,皩
皡,皞
皡,皥
皡,暭
皡,暤
皡,曍
皞,皡
皞,皥
皞,暭
皞,暤
皞,曍
皥,皡
皥,皞
皥,暭
皥,暤
皥,曍
暭,皡
暭,皞
暭,皥
暭,暤
暭,曍
暤,皡
暤,皞
暤,皥
暤,暭
暤,曍
䶌,皰
盁,盈
盎,㼜
㼜,盎
昷,𥁕
盇,盍
盦,盫
泴,盥
睂,眉
䀎,眄
䀢,䀵
䀵,䀢
眴,䀏
䀏,眴
眽,眿
眿,眽
眯,眫
睜,睁
睤,睥
睤,䁹
睞,睐
瞏,睘
瞏,𦊷
睘,瞏
睘,𦊷
瞢,矒
矒,瞢
瞯,瞷
瞷,瞯
瞩,矚
矤,矧
榘,矩
矴,磸
磇,砒
砝,䂲
砣,砤
硤,硖
硜,硁
硨,砗
碊,𥒎
礠,磁
碭,砀
碸,砜
磕,礚
礚,磕
碽,䂵
磣,硶
磣,碜
䃺,磨
磠,硵
礀,磵
磵,礀
䃯,礫
䃯,砾
礮,礟
礟,礮
礱,礲
礱,砻
礲,礱
礲,砻
禩,祀
祅,䄏
祩,秼
秼,祩
禕,祎
旤,禍
旤,禍
旤,䄀
旤,祸
禘,祶
禡,祃
禼,卨
卨,禼
秆,稈
秈,䄽
秔,粳
秔,稉
秌,秋
秌,龝
秌,穐
䬴,秣
稛,稇
稇,稛
糓,穀
糓,穀
稴,䆂
稺,稚
稺,穉
稺,䄺
稺,䆈
穇,䅟
穌,稣
穠,秾
穪,称
穪,稱
穭,穞
宆,穹
窻,窓
窻,窗
窻,䆫
窻,牕
窻,牎
䆫,窓
䆫,窗
䆫,窻
䆫,牕
䆫,牎
牕,窓
牕,窗
牕,窻
牕,䆫
牕,牎
牎,窓
牎,窗
牎,窻
牎,䆫
牎,牕
漥,窪
竆,窮
竆,穷
窑,窯
窑,窰
窵,窎
灶,竈
灶,竃
灶,䆴
灶,𥧄
䆴,竈
䆴,竃
䆴,灶
䆴,𥧄
㣼,忍
㤁,忝
忞,忟
忟,忞
㤂,急
恖,思
忩,怱
忩,悤
㤗,泰
㤗,𣳾
㤬,恚
僡,恵
僡,惠
僫,悪
僫,惡
僫,恶
僫,𢙣
悹,悺
悺,悹
惎,㥍
㥃,悶
㥃,闷
㤅,愛
㤅,爱
爱,愛
爱,㤅
諐,愆
㤵,慈
慤,愨
慤,悫
慁,㥵
惥,慂
慼,慽
慽,慼
慸,㦅
㦅,慸
憘,憙
憗,憖
憗,慭
憝,憞
憞,憝
慿,憑
懕,㦔
懕,懨
懕,恹
㦔,懕
㦔,懨
㦔,恹
懨,懕
懨,㦔
懨,恹
懟,怼
㦛,懙
懙,㦛
㦤,懿
㦤,㦉
㦤,㱅
戇,戆
戇,戅
戅,戇
戅,戆
怍,㤰
㤰,怍
怗,㤐
㤐,怗
悑,怖
愙,恪
愙,㤩
愙,愘
㤩,恪
㤩,愙
㤩,愘
愘,恪
愘,愙
愘,㤩
忷,恟
䘏,恤
䘏,卹
䘏,賉
恱,悦
恱,悅
猂,悍
忢,悟
悞,悮
愂,悖
悀,愑
悀,愹
愑,悀
愑,愹
愹,悀
愹,愑
恡,悋
惛,惽
惽,惛
惝,㒉
恓,悽
惕,惖
㥏,睓
㥫,惇
悱,㥱
㥱,悱
恲,㤣
㤣,恲
惲,恽
㦍,愕
愜,㥦
愜,惬
㥦,愜
㥦,惬
憁,愡
憜,惰
愠,慍
慨,慨
愷,恺
媿,愧
慉,槒
㥮,㤘
慬,懄
慠,㥿
慺,㥪
憒,愦
憍,㤭
憯,㦧
㦧,憯
惮,憚
㤇,懊
懔,懍
懧,懦
懧,㐡
懤,㤽
懤,㦞
愳,懼
㦯,或
㦸,戟
戣,鍨
戩,戬
戬,戩
戱,戯
戱,戲
戱,戏
户,戸
户,戶
扅,㦾
挲,挱
挱,挲
掔,孯
掔,㧛
孯,掔
孯,㧛
㩃,搴
擵,摩
擎,㢣
㢣,擎
擪,擫
擫,擪
擥,㩜
擥,㨫
㩜,擥
㩜,㨫
摃,扛
㪿,折
㧞,抜
㧞,拔
㧖,扼
㨯,拡
㨯,擴
㨯,扩
㩀,拠
㩀,據
㩀,㨿
抅,拘
拕,拖
拖,拕
抦,㨀
胟,拇
拎,㩕
拽,捙
捙,拽
抍,拯
挘,毟
挘,毮
摉,捜
摉,搜
揷,挿
揷,插
挩,捝
揑,捏
捊,抙
抙,捊
掗,挜
掆,㧏
擑,接
掙,挣
掄,抡
撘,搭
搉,㩁
擕,携
擕,攜
擕,㩦
擕,㩗
搒,挷
摜,掼
摳,抠
摻,掺
摐,㧿
摛,攡
攡,摛
摽,𢹰
摟,搂
撝,㧑
撟,挢
撳,搇
撳,揿
撏,挦
撣,掸
撐,撑
撑,撐
撇,撆
擄,掳
㨔,撼
撿,𢮦
撿,捡
撡,操
撾,挝
擋,挡
攂,擂
擰,拧
擷,撷
擷,㩪
擻,擞
攄,摅
攊,擽
攊,㧰
攈,攟
攟,攈
攏,拢
攖,撄
撄,攖
攙,搀
攕,㩥
攔,拦
㩮,攑
攑,㩮
攛,撺
㩳,㧐
爴,攫
爴,㸕
敉,侎
侎,敉
勄,敏
勄,敏
敓,敚
贁,敗
贁,败
敠,敪
㪟,敦
㪣,敲
敽,敿
敿,敽
斁,歝
歝,斁
斅,敩
斅,斆
敩,斅
敩,斆
辬,斑
斕,斓
斝,斚
斝,䑝
斚,斝
斚,䑝
㡿,斥
斲,斵
斲,𠠇
斵,斲
斵,𠠇
扵,於
旜,旃
旜,㫋
斾,旆
捛,旅
捛,挔
旍,旌
旊,瓬
瓬,旊
旈,旒
旖,旑
旣,既
旣,既
既,既
既,旣
㫖,旨
昖,㫟
㫟,昖
昻,昂
昦,昊
昒,㫚
㫚,昒
昬,昏
曻,昇
曻,陹
昉,昘
昘,昉
朙,明
旾,春
旾,萅
萅,春
萅,旾
曐,星
曐,皨
曐,㽮
皨,星
皨,曐
皨,㽮
㫤,昶
昺,昞
昞,昺
兤,晃
兤,晄
时,時
时,旹
旹,時
旹,时
㬜,晋
㬜,晉
晠,晟
皢,暁
皢,曉
皢,晓
暒,晴
暒,晴
暜,普
暍,㬞
㬉,暖
暋,敯
㬥,暴
㬥,㫧
曌,瞾
瞾,曌
曈,晍
曅,曄
曅,曗
曅,晔
曣,㬫
㬢,曦
曨,昽
曬,晒
㪅,更
曺,曹
㬅,曼
冣,最
冣,㝡
㝡,最
㝡,冣
㬱,替
肸,肹
肹,肸
肎,肻
肻,肎
厷,肱
餚,肴
胑,肢
孡,胎
孡,囼
胣,肔
肔,胣
伷,胄
肧,胚
胷,胸
脋,脅
脋,胁
脋,𦚰
䏮,脇
䏮,𦚰
脃,脆
胮,膖
膖,胮
衇,脈
衇,脉
腳,脚
腳,踋
踋,脚
踋,腳
脤,祳
祳,脤
匘,脳
匘,腦
匘,脑
朢,望
朜,㬿
㬿,朜
腗,脾
䯛,腕
腭,齶
腭,㗁
腡,脶
䐢,䐍
骽,腿
髈,膀
膐,膂
膋,䒿
䐴,䏗
厀,膝
膞,䏝
肤,膚
饍,膳
㸋,膰
臇,䐪
䐪,臇
肊,臆
脍,膾
臋,臀
胭,臙
臞,爠
术,朮
朵,朶
朵,䒳
䒳,朶
䒳,朵
杇,𣏓
徕,来
徕,來
枀,松
枀,枩
枀,柗
枀,梥
枀,㮤
枀,庺
柗,松
柗,枩
柗,枀
柗,梥
柗,㮤
柗,庺
梥,松
梥,枩
梥,枀
梥,柗
梥,㮤
梥,庺
㮤,松
㮤,枩
㮤,枀
㮤,柗
㮤,梥
㮤,庺
杶,櫄
杶,𣝙
桮,杯
桮,盃
桮,㮎
㮎,杯
㮎,盃
㮎,桮
杮,𣏕
荣,栄
荣,榮
枻,栧
栧,枻
栐,柡
柡,栐
匛,柩
柙,㘡
栅,柵
柹,柿
柹,枾
枲,䢄
柒,㭍
柷,拀
柟,枏
枏,柟
棅,柄
枼,枽
枽,枼
桺,𫞉
桺,柳
桺,栁
桺,桞
桺,橮
栁,柳
栁,桺
栁,𫞉
栁,桞
栁,橮
栯,㮋
栝,桰
桰,栝
㮵,栴
桒,桑
桒,𥸮
桌,槕
槕,桌
槑,梅
槑,梅
槑,楳
㮚,栗
㮚,𣡼
栳,䇭
䲷,梟
䲷,鴵
䲷,枭
梘,枧
棞,梱
榟,梓
栀,梔
桼,㯃
㯃,桼
梐,㯇
棃,梨
棃,梸
梸,梨
梸,棃
檱,棋
檱,棊
檱,㯦
檱,櫀
㯰,植
捿,棲
棖,枨
棶,梾
檝,楫
檝,艥
艥,楫
艥,檝
楶,㮞
㮞,楶
楤,樬
樬,楤
㯐,楕
㯐,橢
㯐,椭
㯐,㰐
㮏,㮈
㮈,㮏
柠,楮
楨,桢
枆,楙
枆,㮊
枆,柕
㭨,椰
槪,概
槪,槩
槪,㮣
槩,概
槩,槪
槩,㮣
槏,榦
榦,槏
槀,槁
榫,㔼
樼,榛
樼,㰉
桘,槌
橊,榴
槶,椢
槵,梙
梙,槵
权,権
权,權
橰,槹
橰,槔
樧,榝
槳,㯍
槳,䒂
槳,桨
㯍,槳
㯍,䒂
㯍,桨
槮,椮
槥,櫘
樕,㯈
樁,桩
桩,樁
榓,樒
榓,櫁
槱,梄
槱,禉
梄,槱
梄,禉
樑,梁
樑,鿄
橌,橺
橺,橌
槗,橋
槗,𣘺
槗,桥
橛,橜
橜,橛
樳,桪
樿,椫
橐,槖
槖,橐
橱,櫥
橱,櫉
櫥,橱
櫥,櫉
櫉,橱
櫉,櫥
橁,槆
槆,橁
檏,樸
檃,櫽
櫽,檃
檟,槚
㯳,檠
檆,杉
樯,檣
檇,槜
檇,㰎
槜,檇
槜,㰎
㰎,檇
㰎,槜
檔,档
檘,檗
檘,蘗
檁,檩
檩,檁
櫝,椟
樐,櫓
樐,㯭
樐,橹
㯭,櫓
㯭,樐
㯭,橹
櫧,槠
櫬,藽
櫬,榇
櫳,槞
櫳,㰍
櫳,栊
㰍,槞
㰍,櫳
㰍,栊
欞,櫺
欞,㯪
欞,棂
﨔,欅
﨔,櫸
﨔,榉
欑,櫕
櫕,欑
欏,椤
栾,欒
欛,𣠽
儳,𠋂
厲,厉
厉,厲
喑,噾
噦,哕
噯,嗳
壎,塤
壎,埙
壎,坃
壎,壦
塤,埙
塤,壎
塤,坃
塤,壦
孒,孓
牖,牗
牗,牖
獮,狝
孼,孽
孽,孼
仐,傘
仐,伞
㠯,以
仡,㐹
仝,同
仯,仦
㒰,全
傠,伐
丢,丟
丢,厾
蒍,蔿
吕,呂
带,帯
带,帶
㮊,楙
㮊,枆
㮊,柕
开,開
欵,款
欵,㱁
欵,歀
仿,㑂
佀,似
伱,儞
伱,你
儞,伱
儞,你
你,伱
你,儞
佋,巶
骵,体
骵,體
骵,躰
骵,軆
骵,𩪆
仾,低
佟,㣠
偘,侃
侐,伵
伵,侐
㑄,侮
㑄,侮
㑄,㚢
矦,侯
俈,嚳
俈,喾
嚳,俈
嚳,喾
悓,俔
悓,伣
孞,信
孞,訫
孞,㐰
㑴,侵
俢,修
倢,偼
倀,伥
倲,㑈
倈,俫
俫,倈
徤,健
偫,㣥
㣥,偫
偑,㐽
俲,傚
傖,伧
傏,㑽
傌,㐷
僃,備
僃,偹
僃,俻
偹,備
偹,僃
偹,俻
俻,備
俻,僃
俻,偹
傜,徭
僲,僊
僲,㒨
㒨,僊
㒨,僲
偻,僂
僩,僴
僴,僩
㒒,僕
㒒,䑑
䑑,僕
䑑,㒒
儈,侩
侩,儈
儍,傻
傻,儍
儎,傤
㒞,儁
㒞,㑺
僨,偾
偾,僨
㑪,儕
㑪,侪
儓,㒗
㒗,儓
俦,儔
儐,傧
傧,儐
儹,儧
儧,儹
儸,㑩
㑩,儸
傥,儻
㽙,允
灮,光
灮,炗
灮,炛
灮,㫕
炗,光
炗,灮
炗,炛
炗,㫕
炛,光
炛,灮
炛,炗
炛,㫕
兊,兌
兊,兑
兗,兖
兖,兗
兠,兜
兠,㿡
亓,其
兾,冀
冋,冂
圎,円
圎,圓
圎,圆
圆,圓
圆,円
圆,圎
冄,冉
宂,冗
㝠,冥
㝠,䆩
凢,凡
凢,凣
䖏,処
䖏,處
䖏,处
处,処
处,處
处,䖏
凳,櫈
櫈,凳
圅,函
圅,凾
㓛,功
㓛,糼
剙,剏
剙,刱
剺,剓
剓,剺
刓,㝴
㝴,刓
㓝,刑
别,別
刾,㓨
㓨,刾
剎,刹
刴,剁
剁,刴
歬,前
歬,偂
偂,前
偂,歬
则,則
则,𠟭
则,𠟻
鬀,剃
㱕,帰
㱕,歸
㱕,皈
㱕,归
㱕,𡚖
㱕,䢜
㓻,剛
㓻,𡬺
㓻,刚
刚,剛
刚,㓻
刚,𡬺
剗,刬
刬,剗
剕,䠊
䠊,剕
剮,剐
剐,剮
㓷,劓
劓,㓷
刅,創
刅,创
刅,戧
刅,戗
戧,創
戧,创
戧,刅
戧,戗
戗,創
戗,创
戗,戧
戗,刅
创,創
创,刅
创,戧
创,戗
劋,剿
劊,刽
刽,劊
劌,刿
刿,劌
刘,劉
劚,㔉
刦,劫
刦,刧
刦,刼
刼,劫
刼,刧
刼,刦
缼,欠
缼,缺
缼,𡙇
惞,欣
劲,勁
勈,勇
勈,㦷
㱁,款
㱁,欵
㱁,歀
㔟,勢
㔟,势
勩,勚
勚,勩
欻,歘
歘,欻
欤,歟
歭,跱
跱,歭
嵗,歲
嵗,歳
嵗,亗
嵗,岁
亗,歳
亗,歲
亗,嵗
亗,岁
厯,歴
厯,歷
厯,历
歺,歹
殁,歿
勛,勲
勛,勳
勛,勋
勱,劢
殙,㱪
㱪,殙
勻,匀
匀,勻
殨,㱮
匃,匄
匃,𠣏
匄,匃
匄,𠣏
匇,匆
囱,囪
殮,㱨
殮,殓
殰,㱩
㱿,殻
㱿,殼
㱿,壳
壳,殻
壳,殼
壳,㱿
殹,𥏏
毁,毀
毄,𣪠
匑,匔
匔,匑
匩,匡
匞,匠
毉,医
毉,醫
毈,㱭
夶,比
㲋,㚟
㚟,㲋
毚,𫥎
毮,毟
毮,挘
毹,毺
毺,毹
毿,毵
匫,匢
匢,匫
匭,匦
滙,匯
滙,汇
卄,廿
芔,卉
䘚,卒
䘚,卆
卛,率
业,業
丠,丘
丠,㐀
丠,坵
丠,㘳
为,為
为,爲
义,義
乨,始
乨,兘
乿,治
亖,四
亣,大
亱,夜
亲,親
亲,媇
仧,長
仧,镸
仧,兏
仧,长
仺,倉
仺,仓
伂,沛
伂,㳈
伖,帑
伛,傴
伨,徇
伨,狥
佄,酣
佱,法
佱,灋
佱,㳒
佲,酩
倃,䛮
倊,偬
倊,傯
偼,倢
傯,偬
傯,倊
僼,㒥
儫,豪
兑,兌
兑,兊
兘,始
兘,乨
兲,天
冈,网
冺,泯
冾,洽
凂,浼
凃,涂
凈,净
减,減
凑,湊
凟,涜
凟,瀆
凟,渎
凤,鳳
凤,鳯
凤,鴌
凲,尲
凲,尶
凲,尷
凲,魐
凲,尴
刍,芻
刍,蒭
刭,剄
劎,剣
劎,劍
劎,劔
劎,劒
劎,剱
劎,釼
劎,釰
劎,𠝏
劎,剑
劝,勧
劝,勸
办,辦
劳,労
劳,勞
势,勢
势,㔟
勀,勊
勊,勀
勎,勠
卐,卍
卣,㔽
卤,西
卤,卥
卤,㢴
卺,巹
厙,厍
厡,原
厡,𨘡
厪,廑
厫,廒
厴,厣
厵,源
厺,去
厾,丟
厾,丢
叁,参
叁,參
叁,㕘
叁,叅
叁,叄
叄,参
叄,參
叄,叅
叄,㕘
叄,叁
叅,参
叅,參
叅,叄
叅,㕘
叅,叁
叏,夬
叞,尉
叞,㷉
叴,㕤
叹,又
叿,㖓
吀,哶
吒,咤
吒,咜
吓,嚇
吢,吣
吣,吢
吴,呉
吴,吳
呌,叫
呐,吶
呐,㕯
呕,嘔
呩,嗜
呺,㕺
咊,和
咊,龢
咊,惒
咜,咤
咜,吒
咡,㖇
哅,㕼
哙,噲
哣,㕻
哣,咅
哣,㖣
哪,㖠
哯,咞
哶,吀
唕,唣
唘,啓
唘,啔
唘,諬
唘,啟
唧,喞
啔,啓
啔,諬
啔,唘
啔,啟
