漢字,漢字構成
儠,亻＋巛＋囗＋㐅
儩,儩
儩,亻＋賜
儩,亻＋貝＋易
儩,亻＋貝＋日＋勿
儩,亻＋貝＋日＋勹＋丿
儫,儫
儫,亻＋豪
儫,亻＋亠＋口＋冖＋豕
儮,儮
儮,亻＋歷
儮,亻＋厤＋止
儮,亻＋厂＋秝＋止
儮,亻＋厂＋禾＋止
儰,儰
儰,亻＋蔿
儰,亻＋蒍
儰,亻＋艹＋爲
儰,亻＋艹＋為
儰,亻＋艹＋爫＋灬
儰,亻＋艹＋丶＋丿＋灬
儶,儶
儶,亻＋巂
儶,亻＋崔＋冏
儶,亻＋山＋隹＋冂＋㕣
儶,亻＋山＋隹＋冂＋儿＋口
儶,亻＋山＋隹＋冂＋八＋口
兑,兑
兑,丷＋兄
兑,丷＋口＋儿
兘,兘
兘,元＋台
兘,一＋兀＋厶＋口
兘,一＋儿＋厶＋口
兙,兙
兙,克＋十
兙,古＋儿＋十
兙,十＋兄
兙,十＋口＋儿
兛,兛
兛,克＋千
兛,古＋儿＋千
兛,十＋兄＋千
兛,十＋口＋儿＋千
兝,兝
兝,克＋分
兝,古＋儿＋八＋刀
兝,十＋兄＋八＋刀
兝,十＋口＋儿＋八＋刀
兞,兞
兞,克＋毛
兞,古＋儿＋毛
兞,十＋兄＋毛
兞,十＋口＋儿＋毛
兡,兡
兡,克＋百
兡,古＋儿＋一＋白
兡,十＋兄＋一＋白
兡,十＋口＋儿＋一＋白
兣,兣
兣,克＋厘
兣,古＋儿＋厂＋里
兣,十＋兄＋厂＋里
兣,十＋口＋儿＋厂＋甲＋二
兣,十＋口＋儿＋厂＋甲＋一
兲,兲
兲,王＋八
兴,兴
兴,⺍＋一＋八
兺,兺
兺,分＋叱
兺,八＋刀＋口＋丿＋乚
冈,冈
冈,冂＋㐅
冟,冟
冟,冖＋皀
冟,冖＋白＋匕
冭,冭
冭,大＋冫
冮,冮
冮,冫＋工
冺,冺
冺,冫＋民
冾,冾
冾,冫＋合
冾,冫＋亼＋口
冾,冫＋人＋一＋口
凁,凁
凁,冫＋束
凂,凂
凂,冫＋免
凃,凃
凃,冫＋余
凃,冫＋人
凈,凈
凈,冫＋爭
凈,冫＋爫＋彐＋亅
减,减
减,冫＋咸
减,冫＋戌＋口
减,冫＋戊＋一＋口
减,冫＋丿＋戈＋一＋口
凐,凐
凐,冫＋垔
凐,冫＋西＋土
凐,冫＋覀＋土
凐,冫＋襾＋土
凐,冫＋一＋儿＋口＋土
凑,凑
凑,冫＋奏
凑,冫＋三＋人＋天
凑,冫＋三＋人＋夭
凑,冫＋一＋人＋丿＋大
凗,凗
凗,冫＋崔
凗,冫＋山＋隹
凚,凚
凚,冫＋禁
凚,冫＋林＋示
凚,冫＋木＋示
凟,凟
凟,冫＋賣
凟,冫＋士＋買
凟,冫＋士＋罒＋貝
凤,凤
凤,几＋又
凲,凲
凲,几＋兼
刍,刍
刍,⺈＋彐
刐,刐
刐,丹＋刂
刞,刞
刞,且＋刂
刟,刟
刟,召＋刂
刟,刀＋口＋刂
刡,刡
刡,民＋刂
刣,刣
刣,台＋刂
刣,厶＋口＋刂
刭,刭
刭,工＋刂
刯,刯
刯,亘＋刂
刯,一＋旦＋刂
刯,一＋日＋刂
剆,剆
剆,良＋刂
剆,丨＋艮＋刂
剈,剈
剈,肙＋刂
剈,口＋月＋刂
剢,剢
剢,豖＋刂
剢,豕＋丶＋刂
剾,剾
剾,區＋刂
剾,匚＋品＋刂
剾,匸＋品＋刂
剾,匚＋口＋吅＋刂
剾,匸＋口＋吅＋刂
劁,劁
劁,焦＋刂
劁,隹＋灬＋刂
劆,劆
劆,廉＋刂
劆,广＋兼＋刂
劎,劎
劎,僉＋刀
劎,亼＋吅＋从＋刀
劎,人＋一＋口＋刀
劝,劝
劝,又＋力
办,办
办,力＋丿＋丶
劮,劮
劮,失＋力
劮,丿＋夫＋力
劮,丿＋二＋人＋力
劮,丿＋一＋人＋力
劳,劳
劳,艹＋冖＋力
势,势
势,执＋力
势,扌＋丸＋力
势,扌＋九＋丶＋力
勀,勀
勀,克＋力
勀,古＋儿＋力
勀,十＋兄＋力
勀,十＋口＋儿＋力
勂,勂
勂,告＋力
勂,吿＋力
勂,⺧＋口＋力
勂,牛＋口＋力
勂,丿＋土＋口＋力
勊,勊
勊,克＋力
勊,古＋儿＋力
勊,十＋兄＋力
勊,十＋口＋儿＋力
勎,勎
勎,坴＋力
勎,圥＋土＋力
勎,土＋儿＋力
勓,勓
勓,皆＋力
勓,比＋白＋力
勫,勫
勫,番＋力
勫,釆＋田＋力
勫,丿＋米＋田＋力
勭,勭
勭,童＋力
勭,立＋里＋力
勭,立＋甲＋二＋力
勭,立＋甲＋一＋力
勽,勽
勽,勹＋人
匎,匎
匎,勹＋奄
匎,勹＋大＋电
匎,勹＋大＋日＋乚
匷,匷
匷,匚＋瞿
匷,匚＋䀠＋隹
匷,匚＋目＋隹
卐,卐
卟,卟
卟,口＋卜
卡,卡
卡,上＋卜
卣,卣
卣,卜＋囙
卣,卜＋囗
卤,卤
卤,卜＋龱
卤,占＋㐅
卤,卜＋囗＋㐅
卤,卜＋口＋㐅
卪,卪
卪,卩＋丶
卬,卬
卬,卩
卲,卲
卲,召＋卩
卲,刀＋口＋卩
卶,卶
卶,多＋卩
卶,夕＋卩
卺,卺
卺,丞＋㔾
卺,氶＋一＋㔾
卼,卼
卼,兀＋危
卼,一＋儿＋厃＋㔾
卼,一＋儿＋⺈＋厂＋㔾
卾,卾
卾,咢＋卩
卾,吅＋亏＋卩
卾,口＋一＋丂＋卩
卾,口＋二＋卩
厃,厃
厃,⺈＋厂
厇,厇
厇,厂＋乇
厇,厂＋丿＋七
厈,厈
厈,厂＋干
厊,厊
厊,厂＋牙
厎,厎
厎,厂＋氐
厎,厂＋氏＋一
厎,厂＋氏＋丶
厏,厏
厏,厂＋乍
厒,厒
厒,厂＋缶
厓,厓
厓,厂＋圭
厓,厂＋土
厔,厔
厔,厂＋至
厔,厂＋一＋厶＋土
厗,厗
厗,厂＋辛
厗,厂＋立＋十
厙,厙
厙,厂＋車
厜,厜
厜,厂＋垂
厝,厝
厝,厂＋昔
厝,厂＋龷＋日
厝,厂＋卄＋一＋日
厝,厂＋一＋丨＋日
厞,厞
厞,厂＋非
厡,厡
厡,厂＋泉
厡,厂＋白＋水
厤,厤
厤,厂＋秝
厤,厂＋禾
厧,厧
厧,厂＋真
厧,厂＋眞
厧,厂＋十＋具
厧,厂＋匕＋目＋八
厧,厂＋十＋目＋一＋八
厪,厪
厪,厂＋堇
厪,厂＋廿＋口＋丨＋三
厪,厂＋廿＋口＋丨＋一
厫,厫
厫,厂＋敖
厫,厂＋土＋方＋攵
厫,厂＋士＋方＋攵
厬,厬
厬,厂＋晷
厬,厂＋日＋咎
厬,厂＋日＋处＋口
厬,厂＋日＋夂＋卜＋口
厱,厱
厱,厂＋僉
厱,厂＋亼＋吅＋从
厱,厂＋人＋一＋口
厴,厴
厴,厭＋甲
厴,厂＋猒＋甲
厴,厂＋冐＋犬＋甲
厴,厂＋冃＋月＋犬＋甲
厴,厂＋日＋月＋犬＋甲
厴,厂＋冂＋二＋月＋犬＋甲
厴,厂＋冂＋一＋月＋犬＋甲
厵,厵
厵,原
厵,厂＋白＋小
厹,厹
厹,九＋厶
厺,厺
厺,大＋厶
厽,厽
厽,厶＋厸
厾,厾
厾,⺄＋去
厾,⺄＋土＋厶
叀,叀
叀,一＋日＋丨＋厶
叁,叁
叁,厶＋大＋三
叁,厶＋大＋一
叄,叄
叄,厽＋人＋三
叄,厶＋厸＋人＋一
叅,叅
叅,厽＋人＋㣺
叅,厶＋厸＋人＋㣺
叏,叏
叏,丨＋又
叒,叒
叒,又＋双
叕,叕
叕,双
叕,又
叚,叚
叚,又
叞,叞
叞,尸＋示＋又
另,另
另,口＋力
叴,叴
叴,九＋口
叵,叵
叵,匚＋口
叹,叹
叹,口＋又
叻,叻
叻,口＋力
叼,叼
叼,口＋刁
叿,叿
叿,口＋工
吀,吀
吀,口＋千
吂,吂
吂,亡＋口
吂,亠＋口
吅,吅
吅,口
吆,吆
吆,口＋幺
吇,吇
吇,口＋子
吒,吒
吒,口＋乇
吒,口＋丿＋七
吓,吓
吓,口＋下
吔,吔
吔,口＋也
吘,吘
吘,口＋午
吙,吙
吙,口＋火
吚,吚
吚,口＋尹
吜,吜
吜,口＋丑
吡,吡
吡,口＋比
吢,吢
吢,心＋口
吣,吣
吣,口＋心
吤,吤
吤,口＋介
吤,口＋人＋丿＋丨
吥,吥
吥,口＋不
吧,吧
吧,口＋巴
吨,吨
吨,口＋屯
吨,口＋丿＋凵＋乚
吪,吪
吪,口＋化
吪,口＋亻＋匕
启,启
启,戶＋口
启,戸＋口
吰,吰
吰,口＋厷
吰,口＋厶
吱,吱
吱,口＋支
吱,口＋十＋又
吲,吲
吲,口＋引
吲,口＋弓＋丨
吳,吳
吳,口＋夨
吳,口＋大
吴,吴
吴,口＋天
吴,口＋一＋大
吵,吵
吵,口＋少
吵,口＋小＋丿
吷,吷
吷,口＋夬
吷,口＋大
吺,吺
吺,口＋殳
吺,口＋几＋又
吿,吿
吿,牛＋口
呁,呁
呁,口＋匀
呁,口＋勻
呁,口＋勹＋冫
呁,口＋勹＋二
呁,口＋勹＋一
呃,呃
呃,口＋厄
呃,口＋厂＋㔾
呄,呄
呄,乃＋古
呄,乃＋十＋口
呅,呅
呅,口＋文
呅,口＋亠＋乂
呅,口＋亠＋丿
呇,呇
呇,水＋口
呋,呋
呋,口＋夫
呋,口＋二＋人
呋,口＋一＋人
呌,呌
呌,口＋斗
呍,呍
呍,口＋云
呍,口＋二＋厶
呍,口＋一＋厶
呐,呐
呐,口＋内
呐,口＋冂＋人
呕,呕
呕,口＋区
呕,口＋匚＋㐅
呕,口＋匸＋㐅
呚,呚
呚,口＋攵
呝,呝
呝,口＋戹
呝,口＋戶＋乙
呝,口＋戸＋乙
呞,呞
呞,口＋司
呞,口＋一
呠,呠
呠,口＋本
呠,口＋木＋一
呡,呡
呡,口＋民
呢,呢
呢,口＋尼
呢,口＋尸＋匕
呣,呣
呣,口＋母
呤,呤
呤,口＋令
呤,口＋亼＋龴
呤,口＋亽＋龴
呤,口＋人＋一＋龴
呤,口＋人＋丶＋龴
呥,呥
呥,口＋冉
呥,口＋冂＋丨＋一
呦,呦
呦,口＋幼
呦,口＋幺＋力
呩,呩
呩,口＋示
呫,呫
呫,口＋占
呫,口＋卜
呬,呬
呬,口＋四
呬,口＋囗＋儿
呭,呭
呭,口＋世
呮,呮
呮,口＋只
呮,口＋八
呯,呯
呯,口＋平
呯,口＋干＋丷
呯,口＋干＋八
呲,呲
呲,口＋此
呲,口＋止＋匕
呴,呴
呴,口＋句
呴,口＋勹
呸,呸
呸,口＋丕
呸,口＋不＋一
呹,呹
呹,口＋失
呹,口＋丿＋夫
呹,口＋丿＋二＋人
呹,口＋丿＋一＋人
呺,呺
呺,口＋号
呺,口＋丂
呾,呾
呾,口＋旦
呾,口＋日＋一
呿,呿
呿,口＋去
呿,口＋土＋厶
咁,咁
咁,口＋甘
咂,咂
咂,口＋匝
咂,口＋匚＋巾
咃,咃
咃,口＋他
咃,口＋亻＋也
咇,咇
咇,口＋必
咇,口＋心＋丿
咈,咈
咈,口＋弗
咈,口＋弓＋丿＋丨
咉,咉
咉,口＋央
咊,咊
咊,口＋禾
咍,咍
咍,口＋台
咍,口＋厶
咑,咑
咑,口＋打
咑,口＋扌＋丁
咑,口＋扌＋一＋亅
咓,咓
咓,口＋瓦
咔,咔
咔,口＋卡
咔,口＋上＋卜
咕,咕
咕,口＋古
咕,口＋十
咖,咖
咖,口＋加
咖,口＋力
咜,咜
咜,口＋它
咜,口＋宀＋匕
咟,咟
咟,口＋百
咟,口＋一＋白
咠,咠
咠,口＋耳
咡,咡
咡,口＋耳
咣,咣
咣,口＋光
咣,口＋⺌＋兀
咣,口＋丨＋丷＋一＋儿
咦,咦
咦,口＋夷
咦,口＋大＋弓
咧,咧
咧,口＋列
咧,口＋歹＋刂
咧,口＋一＋夕＋刂
咩,咩
咩,口＋羊
咪,咪
咪,口＋米
咭,咭
咭,口＋吉
咭,口＋士
咮,咮
咮,口＋朱
咰,咰
咰,口＋旬
咰,口＋勹＋日
咱,咱
咱,口＋自
咴,咴
咴,口＋灰
咴,口＋厂＋火
咵,咵
咵,口＋夸
咵,口＋大＋亏
咵,口＋大＋一＋丂
咵,口＋大＋二
咶,咶
咶,口＋舌
咶,口＋千
咷,咷
咷,口＋兆
咹,咹
咹,口＋安
咹,口＋宀＋女
咺,咺
咺,口＋亘
咺,口＋一＋旦
咺,口＋一＋日
咻,咻
咻,口＋休
咻,口＋亻＋木
咿,咿
咿,口＋伊
咿,口＋亻＋尹
哃,哃
哃,口＋同
哃,口＋冂＋一
哅,哅
哅,口＋匈
哅,口＋勹＋凶
哅,口＋勹＋凵＋㐅
哆,哆
哆,口＋多
哆,口＋夕
哊,哊
哊,口＋有
哊,口＋月
哋,哋
哋,口＋地
哋,口＋土＋也
哏,哏
哏,口＋艮
哙,哙
哙,口＋会
哙,口＋人＋云
哙,口＋人＋二＋厶
哙,口＋人＋一＋厶
哛,哛
哛,叱＋分
哛,口＋丿＋乚＋八＋刀
哣,哣
哣,口＋豆
哤,哤
哤,口＋尨
哤,口＋尤＋彡
哤,口＋尢＋丶＋彡
哤,口＋一＋丿＋乚＋丶＋彡
哧,哧
哧,口＋赤
哪,哪
哪,口＋那
哪,口＋阝
哫,哫
哫,口＋足
哫,口＋龰
哫,口＋止
哬,哬
哬,口＋何
哬,口＋亻＋可
哬,口＋亻＋丁
哬,口＋亻＋一＋亅
哯,哯
哯,口＋見
哰,哰
哰,口＋牢
哰,口＋宀＋牛
哱,哱
哱,口＋孛
哱,口＋十＋冖＋子
哴,哴
哴,口＋良
哴,口＋丨＋艮
哵,哵
哵,口＋別
哵,口＋别
哵,口＋另＋刂
哵,口＋力＋刂
哶,哶
哶,口＋卝＋干
哶,口＋艹＋干
哷,哷
哷,口＋寽
哷,口＋爫＋寸
哸,哸
哸,口＋妥
哸,口＋爫＋女
哹,哹
哹,口＋孚
哹,口＋爫＋子
哻,哻
哻,口＋旱
哻,口＋日＋干
哼,哼
哼,口＋亨
哼,口＋亠＋了
哼,口＋亠＋乛＋亅
哾,哾
哾,口＋兌
哾,口＋兑
哾,口＋八＋兄
哾,口＋㕣＋儿
哾,口＋丷＋兄
哾,口＋八＋儿
哾,口＋丷＋儿
哿,哿
哿,加＋可
哿,力＋口＋丁
哿,力＋口＋一＋亅
唀,唀
唀,口＋秀
唀,口＋禾＋乃
唁,唁
唁,口＋言
唂,唂
唂,口＋谷
唂,口＋八＋人
唃,唃
唃,口＋角
唅,唅
唅,口＋含
唅,口＋今
唅,口＋亼
唅,口＋亽
唅,口＋人＋一
唅,口＋人＋丶
唈,唈
唈,口＋邑
唈,口＋巴
唉,唉
唉,口＋矣
唉,口＋厶＋矢
唊,唊
唊,口＋夾
唊,口＋大＋从
唊,口＋大＋人
唋,唋
唋,口＋余
唋,口＋人
唍,唍
唍,口＋完
唍,口＋宀＋元
唍,口＋宀＋一＋兀
唍,口＋宀＋一＋儿
唎,唎
唎,口＋利
唎,口＋禾＋刂
唑,唑
唑,口＋坐
唑,口＋从＋土
唑,口＋人＋土
唒,唒
唒,口＋酉
唓,唓
唓,口＋車
唕,唕
唕,口＋皁
唕,口＋白＋十
唗,唗
唗,口＋走
唗,口＋土＋龰
唘,唘
唘,石＋又＋口
唘,丆＋口＋又
唘,一＋丿＋口＋又
唙,唙
唙,口＋狄
唙,口＋犭＋火
唚,唚
唚,口＋彐＋冖＋又
唜,唜
唜,末＋叱
唜,一＋木＋口＋丿＋乚
唟,唟
唟,去＋叱
唟,土＋厶＋口＋丿＋乚
唧,唧
唧,口＋即
唧,口＋卩
唩,唩
唩,口＋委
唩,口＋禾＋女
唪,唪
唪,口＋奉
唪,口＋三＋人＋二＋丨
唪,口＋一＋人＋丨
唫,唫
唫,口＋金
唬,唬
唬,口＋虎
唬,口＋虍＋儿
唬,口＋虍＋几
唬,口＋卜＋丿＋乛＋七＋儿
唬,口＋卜＋丿＋乛＋七＋几
唭,唭
唭,口＋其
唭,口＋卄＋一＋八
唭,口＋一＋丨＋八
唰,唰
唰,口＋刷
唰,口＋尸＋巾＋刂
唲,唲
唲,口＋兒
唲,口＋臼＋儿
唴,唴
唴,口＋羌
唴,口＋⺷＋儿
唴,口＋䒑＋丨＋一＋儿
唴,口＋丷＋一＋丨＋儿
唵,唵
唵,口＋奄
唵,口＋大＋电
唵,口＋大＋日＋乚
唶,唶
唶,口＋昔
唶,口＋龷＋日
唶,口＋卄＋一＋日
唶,口＋一＋丨＋日
唷,唷
唷,口＋育
唷,口＋亠＋厶＋月
唺,唺
唺,口＋典
唻,唻
唻,口＋來
唻,口＋木＋从
唻,口＋木＋人
唼,唼
唼,口＋妾
唼,口＋立＋女
唽,唽
唽,口＋析
唽,口＋木＋斤
唿,唿
唿,口＋忽
唿,口＋勿＋心
唿,口＋勹＋丿＋心
啁,啁
啁,口＋周
啁,口＋土
啂,啂
啂,口＋乳
啂,口＋孚＋乚
啂,口＋爫＋子＋乚
啃,啃
啃,口＋肯
啃,口＋止＋月
啈,啈
啈,口＋幸
啉,啉
啉,口＋林
啉,口＋木
啊,啊
啊,口＋阿
啊,口＋阝＋可
啊,口＋阝＋丁
啊,口＋阝＋一＋亅
啋,啋
啋,口＋采
啋,口＋爫＋木
啎,啎
啎,午＋吾
啎,午＋五＋口
啒,啒
啒,口＋屈
啒,口＋尸＋出
啔,啔
啔,戶＋戈＋口
啔,戸＋戈＋口
啕,啕
啕,口＋匋
啕,口＋勹＋缶
啙,啙
啙,此＋吅
啙,止＋匕＋口
啛,啛
啛,口＋妻
啛,口＋一＋彐＋丨＋女
啟,啟
啟,启＋攵
啟,戶＋口＋攵
啟,戸＋口＋攵
啠,啠
啠,斦＋口
啠,斤＋口
啡,啡
啡,口＋非
啢,啢
啢,口＋兩
啢,口＋一＋冂＋丨＋入
啤,啤
啤,口＋卑
啤,口＋卑
啤,口＋甶＋丿＋十
啤,口＋丿＋田＋十
啥,啥
啥,口＋舍
啥,口＋人＋舌
啥,口＋人＋千
啦,啦
啦,口＋拉
啦,口＋扌＋立
啵,啵
啵,口＋波
啵,口＋氵＋皮
啺,啺
啺,口＋昜
啺,口＋旦＋勿
啺,口＋日＋一＋勹＋丿
啽,啽
啽,口＋弇
啽,口＋合＋廾
啽,口＋亼＋一＋丿＋丨
啽,口＋人＋一＋丿＋丨
啿,啿
啿,口＋甚
啿,口＋卄＋一＋儿
啿,口＋一＋丨＋儿
喁,喁
喁,口＋禺
喂,喂
喂,口＋畏
喂,口＋田＋一
喅,喅
喅,口＋昱
喅,口＋日＋立
喆,喆
喆,吉
喆,士＋口
喈,喈
喈,口＋皆
喈,口＋比＋白
喌,喌
喌,吅＋州
喌,口＋州
喍,喍
喍,口＋柴
喍,口＋此＋木
喍,口＋止＋匕＋木
喎,喎
喎,口＋咼
喎,口＋冎
喐,喐
喐,口＋郁
喐,口＋有＋阝
喐,口＋月＋阝
喒,喒
喒,口＋昝
喒,口＋处＋日
喒,口＋夂＋卜＋日
喓,喓
喓,口＋要
喓,口＋覀＋女
喓,口＋襾＋女
喓,口＋西＋女
喓,口＋一＋儿＋女
喔,喔
喔,口＋屋
喔,口＋尸＋至
喔,口＋尸＋一＋厶＋土
喕,喕
喕,口＋面
喕,口＋一＋丿＋囬
喕,口＋一＋丿＋囗＋丨
喖,喖
喖,口＋枯
喖,口＋木＋古
喖,口＋木＋十
喗,喗
喗,口＋軍
喗,口＋冖＋車
喛,喛
喛,口＋爰
喛,口＋爫＋一＋友
喛,口＋爫＋一＋又
喠,喠
喠,口＋重
喡,喡
喡,口＋韋
喡,口＋㐄
喢,喢
喢,口＋臿
喢,口＋千＋臼
喢,口＋干＋臼
喣,喣
喣,呴＋灬
喣,口＋句＋灬
喣,口＋勹＋灬
喤,喤
喤,口＋皇
喤,口＋白＋王
喥,喥
喥,口＋度
喥,口＋广＋廿＋又
喦,喦
喦,品＋山
喦,口＋吅＋山
喭,喭
喭,口＋彥
喭,口＋彦
喭,口＋文＋厂＋彡
喭,口＋产＋彡
喭,口＋亠＋乂＋厂＋彡
喭,口＋亠＋丷＋厂＋彡
喭,口＋亠＋丿＋厂＋彡
喯,喯
喯,口＋奔
喯,口＋大＋卉
喯,口＋大＋十＋廾
喯,口＋大＋十＋一＋丿＋丨
喱,喱
喱,口＋厘
喱,口＋厂＋里
喱,口＋厂＋甲＋二
喱,口＋厂＋甲＋一
喲,喲
喲,口＋約
喲,口＋糸＋勺
喲,口＋幺＋小＋勹＋丶
喲,口＋幺＋小＋勹＋一
喳,喳
喳,口＋查
喳,口＋査
喳,口＋木＋旦
喳,口＋木＋且
喳,口＋木＋日＋一
喴,喴
喴,口＋威
喴,口＋戌＋女
喴,口＋戊＋一＋女
喴,口＋丿＋戈＋一＋女
喵,喵
喵,口＋苗
喵,口＋艹＋田
喸,喸
喸,甫＋叱
喸,甫＋口＋丿＋乚
喼,喼
喼,口＋急
喼,口＋刍＋心
喼,口＋⺈＋彐＋心
喿,喿
喿,品＋木
喿,口＋吅＋木
嗀,嗀
嗀,士＋冖＋一＋口＋殳
嗀,士＋冖＋一＋口＋几＋又
嗁,嗁
嗁,口＋虒
嗁,口＋⺁＋虎
嗁,口＋⺁＋虍＋儿
嗁,口＋⺁＋虍＋几
嗁,口＋⺁＋卜＋丿＋乛＋七＋儿
嗁,口＋⺁＋卜＋丿＋乛＋七＋几
嗃,嗃
嗃,口＋高
嗃,口＋亠＋冋
嗃,口＋亠＋冂
嗆,嗆
嗆,口＋倉
嗆,口＋亼
嗆,口＋亽
嗆,口＋人＋一
嗆,口＋人＋丶
嗈,嗈
嗈,口＋邕
嗈,口＋巛＋邑
嗈,口＋巛＋巴
嗉,嗉
嗉,口＋素
嗉,口＋龶＋糸
嗉,口＋龶＋幺＋小
嗊,嗊
嗊,口＋貢
嗊,口＋工＋貝
嗋,嗋
嗋,口＋脅
嗋,口＋劦＋月
嗋,口＋力＋月
嗌,嗌
嗌,口＋益
嗌,口＋益
嗌,口＋䒑＋八＋皿
嗌,口＋丷＋一＋八＋皿
嗍,嗍
嗍,口＋朔
嗍,口＋屰＋月
嗍,口＋䒑＋屮＋月
嗍,口＋丷＋一＋凵＋丿＋月
嗍,口＋丷＋一＋凵＋丨＋月
嗎,嗎
嗎,口＋馬
嗏,嗏
嗏,口＋茶
嗏,口＋艹＋人＋朩
嗏,口＋艹＋人＋木
嗐,嗐
嗐,口＋害
嗐,口＋宀＋龶
嗐,口＋宀＋丰
嗐,口＋宀＋三＋丨
嗐,口＋宀＋一＋丨
嗑,嗑
嗑,口＋盍
嗑,口＋去＋皿
嗑,口＋土＋厶＋皿
嗓,嗓
嗓,口＋桑
嗓,口＋叒＋木
嗓,口＋又＋双＋木
嗕,嗕
嗕,口＋辱
嗕,口＋辰＋寸
嗖,嗖
嗖,口＋叟
嗖,口＋臼＋丨＋又
嗗,嗗
嗗,口＋骨
嗗,口＋冎＋月
嗘,嗘
嗘,口＋奚
嗘,口＋爫＋幺＋大
嗙,嗙
嗙,口＋旁
嗙,口＋亠＋丷＋冖＋方
嗛,嗛
嗛,口＋兼
嗝,嗝
嗝,口＋鬲
嗝,口＋一＋冂＋儿＋丅
嗝,口＋一＋冂＋丷＋丅
嗝,口＋一＋冂＋儿＋丨
嗝,口＋一＋冂＋丷＋丨
嗠,嗠
嗠,孚＋各
嗠,爫＋子＋夂＋口
嗡,嗡
嗡,口＋翁
嗡,口＋公＋羽
嗡,口＋八＋厶＋羽
嗥,嗥
嗥,口＋皋
嗥,口＋白＋夲
嗥,口＋白＋大＋十
嗦,嗦
嗦,口＋索
嗦,口＋十＋冖＋糸
嗦,口＋十＋冖＋幺＋小
嗧,嗧
嗧,加＋侖
嗧,力＋口＋亼＋冂＋卄
嗧,力＋口＋人＋一＋冂＋丨
嗨,嗨
嗨,口＋海
嗨,口＋海
嗨,口＋氵＋毎
嗨,口＋氵＋每
嗨,口＋氵＋𠂉＋毋
嗨,口＋氵＋𠂉＋母
嗩,嗩
嗩,口＋小＋貝
嗭,嗭
嗭,直＋叱
嗭,十＋目＋口＋丿＋乚
嗱,嗱
嗱,口＋拿
嗱,口＋合＋手
嗱,口＋亼＋手
嗱,口＋人＋一＋手
嗶,嗶
嗶,口＋畢
嗸,嗸
嗸,敖＋口
嗸,土＋方＋攵＋口
嗸,士＋方＋攵＋口
嗺,嗺
嗺,口＋崔
嗺,口＋山＋隹
嗻,嗻
嗻,口＋庶
嗻,口＋广＋廿＋灬
嗼,嗼
嗼,口＋莫
嗼,口＋艹＋旲
嗼,口＋艹＋日＋大
嗿,嗿
嗿,口＋貪
嗿,口＋今＋貝
嗿,口＋亼＋貝
嗿,口＋亽＋貝
嗿,口＋人＋一＋貝
嗿,口＋人＋丶＋貝
嘀,嘀
嘀,口＋啇
嘀,口＋亠＋丷＋冂＋古
嘀,口＋亠＋丷＋冂＋十
嘁,嘁
嘁,口＋戚
嘁,口＋戊＋尗
嘁,口＋丿＋戈＋上＋小
嘂,嘂
嘂,㗊＋丩
嘂,吅＋丩
嘂,口＋丩
嘃,嘃
嘃,口＋庸
嘃,口＋广＋聿＋冂
嘃,口＋广＋肀＋二＋冂
嘃,口＋广＋肀＋一＋冂
嘄,嘄
嘄,口＋梟
嘄,口＋木
嘇,嘇
嘇,口＋參
嘇,口＋厽＋㐱
嘇,口＋厶＋厸＋人＋彡
嘈,嘈
嘈,口＋曹
嘈,口＋一＋曲＋日
嘊,嘊
嘊,口＋崖
嘊,口＋山＋厓
嘊,口＋山＋厂＋圭
嘊,口＋山＋厂＋土
嘋,嘋
嘋,口＋教
嘋,口＋敎
嘋,口＋孝＋攵
嘋,口＋㐅＋子＋攵
嘋,口＋耂＋子＋攵
嘌,嘌
嘌,口＋票
嘌,口＋覀＋示
嘌,口＋襾＋示
嘌,口＋西＋示
嘌,口＋一＋儿＋示
嘍,嘍
嘍,口＋婁
嘍,口＋一＋丨＋女
嘎,嘎
嘎,口＋戛
嘎,口＋一＋自＋戈
嘏,嘏
嘏,古＋叚
嘏,十＋口＋又
嘐,嘐
嘐,口＋翏
嘐,口＋羽＋㐱
嘐,口＋羽＋人＋彡
嘑,嘑
嘑,口＋虖
嘑,口＋虍＋乎
嘑,口＋卜＋丿＋乛＋七＋乎
嘒,嘒
嘒,口＋彗
嘒,口＋丰＋彐
嘒,口＋三＋丨＋彐
嘒,口＋一＋丨＋彐
嘓,嘓
嘓,口＋國
嘓,口＋囗＋或
嘓,口＋囗＋戈＋一
嘕,嘕
嘕,口＋焉
嘕,口＋正＋灬
嘕,口＋一＋止＋灬
嘙,嘙
嘙,口＋婆
嘙,口＋波＋女
嘙,口＋氵＋皮＋女
嘚,嘚
嘚,口＋得
嘚,口＋彳＋㝵
嘚,口＋彳＋旦＋寸
嘚,口＋彳＋日＋一＋寸
嘜,嘜
嘜,口＋麥
嘜,口＋來＋夂
嘜,口＋來＋夕
嘜,口＋木＋从＋夂
嘜,口＋木＋从＋夕
嘜,口＋木＋人＋夂
嘜,口＋木＋人＋夕
嘝,嘝
嘝,口＋斛
嘝,口＋角＋斗
嘞,嘞
嘞,口＋勒
嘞,口＋革＋力
嘟,嘟
嘟,口＋都
嘟,口＋都
嘟,口＋者＋阝
嘟,口＋者＋丶＋阝
嘟,口＋耂＋日＋丶＋阝
嘠,嘠
嘠,口＋戞
嘠,口＋一＋冖＋戈
嘨,嘨
嘨,口＋粛
嘨,口＋肀＋丿＋丨
嘪,嘪
嘪,口＋買
嘪,口＋罒＋貝
